,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
31747,1,0,2,323.0,34817.0,4.0,3.0,198.0,80.81,3.13,11.0,21.0,0,0,1,0,1,1,2
31749,1,0,2,208.0,48244.0,0.0,0.0,858.0,96.5,4.0,13.0,28.0,1,0,1,0,1,0,1
31751,1,0,2,184.0,149695.0,2.0,2.0,1260.0,79.68,3.9433962,11.0,28.0,1,0,1,0,1,1,2
31754,2,0,2,150.0,100201.0,0.0,0.0,793.0,97.48,4.0,0.0,32.0,0,0,1,0,1,0,4
31762,2,0,2,541.0,95018.0,0.0,0.0,231.0,71.86,3.59,0.0,22.0,0,0,1,0,0,0,1
31763,1,0,1,180.0,46510.0,0.0,0.0,93.0,58.06,3.32,0.0,26.0,0,0,1,0,1,0,1
31769,1,0,2,142.0,75362.0,1.0,3.0,578.0,75.95,3.37,3.0,16.0,1,0,1,0,1,0,1
31772,1,0,2,119.0,58613.0,2.0,3.0,115.0,86.09,3.81,12.0,20.0,1,0,1,0,1,0,1
31777,1,0,2,123.0,31909.0,2.0,2.0,171.0,83.04,3.92,11.0,18.0,0,0,1,0,1,0,2
31785,2,0,1,234.0,51820.0,1.0,3.0,134.0,61.94,3.01,5.0,19.0,0,0,1,0,1,0,3
31790,1,0,1,216.0,40268.0,0.0,0.0,127.0,64.57,2.73,10.0,30.0,0,0,1,0,1,0,1
31791,2,0,2,217.0,88784.0,2.0,3.0,385.0,80.78,4.04,7.0,22.0,0,0,1,0,1,0,1
31792,1,0,2,184.0,71493.0,0.0,0.0,214.0,18.69,2.95,11.0,17.0,0,0,1,0,1,0,2
31795,1,0,2,153.0,73547.0,0.0,0.0,384.0,67.45,3.5860000000000003,3.0,22.0,0,0,1,0,1,0,3
31799,1,0,1,218.0,92978.0,1.0,1.0,484.0,66.74,3.633,2.0,19.0,0,0,1,0,1,0,2
31801,2,1,2,16.0,81186.0,0.0,0.0,69.0,33.33,2.92,0.0,22.0,1,0,1,1,1,0,1
32938,2,0,2,155.0,66948.0,2.0,3.0,779.0,92.55,3.5,12.0,27.0,0,0,1,0,1,0,2
32940,1,0,2,219.0,69929.0,2.0,2.0,625.0,86.08,4.232,11.0,26.0,1,0,1,0,1,0,2
32941,1,0,2,176.0,60682.0,0.0,0.0,543.0,91.34,3.907,5.0,19.0,0,0,1,0,1,0,2
32945,1,0,2,262.0,71631.0,3.0,3.0,332.0,38.25,2.952,4.0,25.0,1,0,1,0,1,0,2
32951,1,0,2,164.0,78057.0,4.0,4.0,131.0,80.15,3.89,2.0,24.0,1,0,1,0,1,0,1
32955,2,0,2,158.0,52148.0,3.0,4.0,365.0,34.79,2.7510000000000003,0.0,16.0,1,0,1,0,1,0,2
32956,1,0,2,139.0,28362.0,3.0,2.0,313.0,91.37,3.84,12.0,20.0,0,0,1,0,1,0,1
32960,1,0,2,185.0,63024.0,2.0,1.0,714.0,57.84,3.02,10.0,20.0,0,0,1,0,1,0,1
32970,1,0,2,156.0,83553.0,0.0,0.0,532.0,80.26,3.42,8.0,29.0,0,0,1,0,1,0,3
32972,1,0,2,343.0,68750.0,4.0,4.0,242.0,76.03,3.49,10.0,21.0,1,0,1,0,1,0,3
32974,1,0,2,137.0,35600.0,0.0,0.0,87.0,74.71,3.94,8.0,20.0,0,0,1,0,1,0,3
32975,2,0,2,166.0,60445.0,0.0,0.0,219.0,74.89,3.26,12.0,19.0,0,0,1,0,1,0,1
32976,2,0,2,320.0,54330.0,0.0,0.0,85.0,83.53,3.9,6.0,26.0,1,0,1,0,1,0,1
32984,1,0,0,153.0,73547.0,0.0,0.0,346.0,84.68,3.9,11.0,26.0,0,0,1,0,1,0,2
32986,1,0,2,158.0,41957.0,0.0,0.0,16.0,81.25,3.96,6.0,21.0,0,0,1,0,1,0,1
32988,2,0,2,296.0,115539.0,0.0,0.0,466.0,48.5,3.2060000000000004,4.0,23.0,0,0,1,0,1,0,4
32990,1,1,2,163.0,76205.0,0.0,0.0,904.0,53.43,2.86,3.0,20.0,0,0,1,0,1,0,2
32992,1,1,2,181.0,89791.0,3.0,3.0,673.0,77.71,3.8,7.0,24.0,1,0,1,0,1,0,1
32993,2,0,2,199.0,83019.0,1.0,1.0,496.0,92.14,3.11,13.0,26.0,0,0,1,0,1,0,1
32998,2,0,2,157.0,66569.0,4.0,4.0,720.0,17.08,2.4,3.0,18.0,1,0,1,0,1,0,2
33000,2,0,2,193.0,35849.0,0.0,0.0,491.0,72.71,3.41,10.0,25.0,0,0,1,0,1,0,3
33001,2,0,2,191.0,35000.0,2.0,1.0,82.0,34.15,2.89,0.0,19.0,0,0,1,0,1,0,1
33003,1,0,1,364.0,91648.0,3.0,3.0,430.0,75.35,3.9210000000000003,2.0,22.0,0,0,1,0,1,0,1
33004,1,0,2,160.0,33396.0,2.0,3.0,643.0,60.19,3.24,0.0,12.0,0,0,1,0,1,0,2
33005,1,0,2,162.0,73684.0,0.0,0.0,981.0,92.15,3.58,11.0,27.0,0,0,1,0,1,0,4
33007,1,0,2,89.0,43919.0,0.0,0.0,200.0,83.5,4.191,12.0,24.0,0,0,1,0,1,0,1
33009,1,0,2,163.0,40926.0,0.0,0.0,904.0,88.5,3.44,12.0,21.0,0,0,1,0,1,0,3
33011,1,0,2,445.0,33364.0,2.0,0.0,460.0,71.09,3.444,0.0,17.0,0,0,1,0,1,0,3
33013,1,0,2,184.0,71493.0,0.0,0.0,489.0,93.87,3.71,12.0,21.0,0,0,1,0,1,0,4
33018,1,0,2,160.0,24145.0,2.0,3.0,674.0,56.97,3.08,2.0,14.0,0,0,1,0,1,0,3
33020,2,0,2,161.0,44796.0,2.0,3.0,573.0,50.09,2.859,2.0,15.0,0,0,1,0,1,1,2
33021,2,0,2,168.0,83905.0,2.0,4.0,300.0,55.0,3.34,4.0,29.0,0,0,1,0,1,0,1
33025,2,0,2,271.0,52522.0,0.0,0.0,56.0,87.5,4.0,12.0,20.0,0,0,1,0,1,0,4
33033,2,1,2,146.0,81655.0,1.0,4.0,97.0,49.48,3.78,4.0,20.0,1,0,1,0,1,1,1
33034,1,1,2,146.0,112755.0,3.0,4.0,97.0,23.71,3.19,0.0,20.0,1,0,1,0,1,1,1
33035,2,1,2,40.0,47018.0,2.0,2.0,94.0,94.68,4.0,6.0,29.0,1,0,1,1,1,1,1
33037,1,0,2,179.0,49011.0,0.0,0.0,540.0,74.07,3.572,12.0,24.0,0,0,1,0,1,0,2
33039,2,0,2,150.0,93347.0,2.0,3.0,470.0,80.85,3.85,11.0,28.0,1,0,1,0,1,0,1
33040,1,1,2,167.0,77756.0,3.0,4.0,70.0,71.43,3.47,0.0,22.0,1,0,1,0,1,0,1
33042,1,0,2,116.0,36184.0,2.0,3.0,371.0,96.5,4.0,14.0,31.0,0,0,1,0,1,0,1
33045,1,0,2,137.0,73113.0,0.0,0.0,26.0,96.15,4.0,11.0,31.0,0,0,1,0,1,0,1
33046,2,0,2,227.0,36240.0,0.0,0.0,598.0,81.77,3.827,13.0,21.0,0,0,1,0,1,0,3
33047,2,1,2,146.0,118615.0,3.0,3.0,96.0,97.92,4.0,11.0,30.0,1,0,1,0,1,0,1
33049,1,1,2,301.0,89136.0,0.0,0.0,835.0,96.41,3.79,13.0,32.0,0,0,1,0,1,0,1
33051,1,1,2,3.0,41053.0,0.0,0.0,448.0,72.99,3.6630000000000003,8.0,21.0,1,0,1,1,1,1,1
33052,1,1,2,1.0,43684.0,3.0,4.0,48.0,75.0,3.88,4.0,21.0,1,0,1,1,1,0,1
33053,1,0,2,292.0,106579.0,2.0,3.0,1043.0,86.48,3.73,11.0,30.0,1,0,1,0,1,0,1
33054,1,0,2,330.0,107379.0,3.0,3.0,477.0,67.3,3.71,4.0,25.0,0,0,1,0,1,0,2
33057,1,0,2,201.0,59112.0,3.0,2.0,98.0,95.92,3.97,1.0,26.0,1,0,1,0,1,0,1
33059,2,0,2,183.0,38226.0,0.0,0.0,590.0,71.36,3.39,10.0,29.0,0,0,1,0,1,0,1
33060,1,0,0,234.0,39750.0,0.0,0.0,714.0,97.48,3.86,10.0,26.0,0,0,1,0,1,1,3
33061,1,1,2,22.0,44605.0,2.0,3.0,69.0,98.55,4.0,8.0,33.0,1,0,1,1,1,1,1
33064,1,0,2,307.0,128239.0,0.0,0.0,450.0,68.67,3.795,5.0,21.0,0,0,1,0,1,0,1
33073,1,1,2,150.0,101887.0,4.0,3.0,460.0,76.96,3.9785,3.0,19.0,1,0,1,0,1,1,1
33084,1,0,2,162.0,51108.0,0.0,0.0,455.0,88.79,3.6319999999999997,8.0,19.0,1,0,1,0,1,0,1
33087,2,1,2,96.0,43371.0,2.0,4.0,173.0,83.82,3.64,4.0,25.0,1,0,1,0,1,0,3
33088,1,0,2,394.0,31053.0,1.0,3.0,427.0,77.75,3.565,2.0,18.0,0,0,1,0,1,0,3
33089,2,0,2,227.0,46838.0,1.0,1.0,647.0,64.45,3.486,10.0,18.0,0,0,1,0,1,0,3
33093,1,0,2,212.0,57231.0,3.0,1.0,616.0,90.91,4.183,13.0,23.0,0,0,1,0,1,0,3
33094,1,0,2,139.0,37328.0,0.0,0.0,319.0,94.98,3.91,7.0,18.0,0,0,1,0,1,0,2
33095,1,0,2,153.0,57061.0,0.0,0.0,445.0,88.54,3.6,8.0,22.0,0,0,1,0,1,0,3
33107,1,0,2,181.0,53173.0,2.0,3.0,350.0,88.57,3.75,13.0,21.0,1,0,1,0,1,0,3
33114,2,0,2,146.0,85177.0,1.0,1.0,612.0,81.37,3.957,5.0,28.0,0,0,1,0,1,0,1
33116,1,0,2,342.0,70186.0,0.0,0.0,551.0,79.67,3.26,12.0,24.0,0,0,1,0,1,0,1
33117,2,0,2,123.0,76296.0,2.0,3.0,411.0,61.56,3.61,7.0,25.0,0,0,1,0,1,0,1
33125,1,0,2,312.0,44673.0,3.0,4.0,332.0,88.25,3.97,4.0,23.0,1,0,1,0,1,0,1
33126,1,0,2,312.0,44673.0,3.0,4.0,332.0,88.25,3.79,4.0,23.0,1,0,1,0,1,0,1
33130,1,0,1,149.0,59417.0,0.0,2.0,798.0,53.13,2.98,9.0,20.0,0,0,1,0,1,1,4
33139,1,0,1,158.0,36385.0,2.0,4.0,55.0,85.45,3.6,0.0,19.0,1,0,1,0,1,0,3
33141,1,0,2,171.0,54457.0,3.0,3.0,45.0,22.22,2.57,0.0,18.0,0,0,1,0,1,0,2
33142,1,0,2,172.0,77083.0,1.0,1.0,31.0,64.52,3.62,1.0,24.0,0,0,1,0,1,0,1
33144,2,0,2,214.0,52976.0,2.0,2.0,470.0,86.38,3.76,12.0,22.0,1,0,1,0,1,0,1
33145,1,0,2,181.0,61602.0,3.0,3.0,548.0,85.77,3.62,6.0,18.0,0,0,1,0,1,0,2
33148,1,0,2,438.0,54231.0,0.0,0.0,484.0,86.16,3.127,11.0,18.0,0,0,1,0,1,0,3
33149,2,0,1,224.0,40962.0,2.0,3.0,111.0,63.06,3.59,11.0,21.0,1,0,1,0,1,0,3
33151,2,0,2,321.0,38281.0,0.0,0.0,274.0,39.42,3.09,5.0,14.0,0,0,1,0,1,0,2
33158,1,1,2,7.0,84896.0,4.0,4.0,216.0,69.91,3.695,3.0,23.0,1,0,1,1,1,0,1
33161,1,0,2,143.0,81333.0,3.0,4.0,516.0,57.17,3.451,9.0,19.0,1,0,1,0,1,0,3
33162,1,0,2,309.0,23033.0,1.0,3.0,664.0,75.15,2.98,5.0,22.0,0,0,1,0,1,0,2
33169,2,0,2,163.0,65222.0,0.0,0.0,233.0,70.39,3.7889999999999997,4.0,21.0,0,0,1,0,1,0,1
33170,2,0,2,89.0,34103.0,0.0,0.0,162.0,69.75,3.13,2.0,19.0,0,0,1,0,1,0,1
33171,2,0,2,132.0,57563.0,3.0,3.0,230.0,90.43,3.61,12.0,31.0,0,0,1,0,1,0,1
33172,1,0,2,183.0,54167.0,0.0,0.0,538.0,96.84,3.81,9.0,25.0,0,0,1,0,1,0,1
33176,1,0,2,226.0,34338.0,0.0,0.0,366.0,89.89,4.016,11.0,21.0,0,0,1,0,1,0,3
33755,1,0,2,402.0,61069.0,2.0,3.0,621.0,91.63,4.0,0.0,28.0,1,0,1,0,1,0,3
33757,2,0,2,3.0,85053.0,0.0,0.0,467.0,74.52,3.77,6.0,22.0,0,0,1,1,1,0,3
33769,2,1,2,129.0,50932.0,0.0,0.0,198.0,73.23,3.5,3.0,18.0,0,0,1,0,1,0,1
33773,2,0,2,153.0,33431.0,0.0,0.0,395.0,81.52,3.72,0.0,25.0,0,0,1,0,1,0,3
33779,1,0,2,219.0,90057.0,2.0,1.0,57.0,89.47,3.9528,11.0,26.0,0,0,1,0,1,0,4
33780,1,0,2,180.0,79873.0,0.0,0.0,1578.0,87.39,3.29,9.0,34.0,1,0,1,0,1,0,1
33791,1,0,2,79.0,53777.0,2.0,2.0,82.0,45.12,3.88,0.0,21.0,1,0,1,0,1,0,3
33794,1,0,2,302.0,104424.0,2.0,3.0,721.0,39.25,3.07,6.0,19.0,0,0,1,0,1,0,2
33801,2,0,2,171.0,55988.0,0.0,0.0,429.0,91.61,3.5,0.0,21.0,0,0,1,0,1,1,2
33802,1,0,2,147.0,86287.0,2.0,3.0,486.0,86.01,3.48,12.0,21.0,0,0,1,0,1,0,3
33803,2,1,2,147.0,87500.0,0.0,0.0,550.0,23.64,2.98,2.0,18.0,1,0,1,0,1,0,2
33807,2,0,2,159.0,59198.0,0.0,0.0,296.0,56.08,3.0,1.0,18.0,0,0,1,0,1,0,1
33809,1,0,2,163.0,51744.0,0.0,0.0,224.0,81.25,3.4717,0.0,23.0,0,0,1,0,1,0,2
33810,1,0,2,142.0,106731.0,0.0,0.0,673.0,77.41,3.4,0.0,20.0,0,0,1,0,1,0,3
33815,1,0,2,201.0,111280.0,3.0,3.0,37.0,91.89,3.69,3.0,22.0,0,0,1,0,1,0,1
33816,1,0,2,405.0,45398.0,0.0,0.0,436.0,88.99,3.49,5.0,22.0,0,0,1,0,1,0,3
33823,1,0,2,168.0,22273.0,0.0,0.0,205.0,72.68,2.75,4.0,18.0,0,0,1,0,1,1,2
33830,2,0,2,143.0,34400.0,2.0,3.0,484.0,58.47,3.0,8.0,24.0,0,0,1,0,1,0,2
33839,1,0,2,178.0,53012.0,1.0,3.0,636.0,79.87,3.7,0.0,20.0,0,0,1,0,1,0,4
33840,2,0,2,154.0,47708.0,2.0,3.0,663.0,50.23,2.93,0.0,16.0,0,0,1,0,1,0,2
33844,2,0,2,166.0,33564.0,0.0,0.0,295.0,16.27,2.44,0.0,16.0,0,0,1,0,1,0,2
33859,2,0,2,120.0,51351.0,2.0,3.0,419.0,90.45,3.67,13.0,29.0,0,0,1,0,1,0,1
170587,2,0,2,152.0,43104.0,2.0,3.0,96.0,93.75,3.91,12.0,33.0,1,0,1,0,1,0,1
170602,1,1,2,701.0,80896.0,3.0,4.0,544.0,55.33,3.3,2.0,26.0,1,0,1,0,0,0,1
170610,2,0,2,146.0,85177.0,2.0,3.0,614.0,99.51,4.0,14.0,34.0,1,0,1,0,1,1,1
170618,2,1,2,82.0,33774.0,4.0,4.0,27.0,96.3,4.111000000000001,5.0,30.0,1,0,1,0,1,1,1
170619,1,1,2,7.0,84951.0,2.0,3.0,229.0,82.1,3.985,2.0,22.0,0,0,1,1,1,0,1
170620,2,0,2,435.0,39515.0,0.0,0.0,418.0,77.27,3.65,4.0,20.0,0,0,1,0,0,0,1
170627,1,1,2,177.0,81125.0,2.0,3.0,1331.0,64.99,3.74,6.0,23.0,1,0,1,0,1,0,1
170631,1,1,2,140.0,69988.0,2.0,3.0,533.0,98.31,4.0,12.0,28.0,1,0,1,0,1,0,1
170634,1,1,2,298.0,84415.0,2.0,5.0,795.0,86.16,3.54,13.0,22.0,1,0,1,0,1,1,1
170635,2,0,2,521.0,90948.0,3.0,4.0,499.0,79.36,3.54,8.0,30.0,1,0,1,0,0,0,1
170638,1,0,2,199.0,40711.0,4.0,4.0,199.0,97.49,3.98,10.0,34.0,1,0,1,0,1,0,3
170639,1,0,2,119.0,58220.0,2.0,2.0,32.0,71.88,3.74,3.0,19.0,1,0,1,0,1,0,3
170640,2,0,2,440.0,25733.0,0.0,0.0,349.0,69.63,3.225,7.0,16.0,0,0,1,0,1,0,3
170641,2,0,2,175.0,56618.0,0.0,0.0,342.0,85.09,3.53,12.0,27.0,0,0,1,0,1,0,1
170643,2,0,2,178.0,113603.0,3.0,3.0,379.0,98.94,4.0,11.0,35.0,1,0,1,0,1,0,1
170647,1,0,2,339.0,40674.0,0.0,0.0,488.0,63.32,3.26,5.0,20.0,0,0,1,0,1,1,1
170650,2,1,2,151.0,72656.0,0.0,0.0,637.0,84.93,3.39,12.0,26.0,0,0,1,0,1,1,1
170653,2,0,2,180.0,53012.0,1.0,0.0,501.0,61.48,3.0,8.0,19.0,0,0,1,0,1,0,3
170658,2,0,2,137.0,59910.0,3.0,3.0,533.0,44.28,3.1060000000000003,3.0,20.0,0,0,1,0,1,0,2
170663,1,0,2,184.0,100708.0,3.0,4.0,258.0,81.4,3.28,14.0,27.0,1,0,1,0,1,0,1
170664,1,0,1,139.0,70189.0,1.0,3.0,482.0,94.4,3.94,3.0,23.0,1,0,1,0,1,0,1
170665,1,0,2,193.0,56362.0,3.0,1.0,144.0,83.33,3.52,7.0,21.0,0,0,1,0,1,0,1
170668,1,0,2,171.0,39180.0,3.0,3.0,293.0,92.49,4.0,12.0,29.0,1,0,1,0,1,0,1
170672,2,0,2,138.0,47333.0,3.0,1.0,74.0,97.3,4.0,4.0,28.0,1,0,1,0,1,1,1
170682,1,0,2,52.0,34459.0,3.0,3.0,58.0,98.28,4.0,9.0,34.0,1,0,1,1,1,1,1
170687,2,0,2,140.0,65777.0,2.0,3.0,364.0,71.7,3.4,12.0,27.0,0,0,1,0,1,0,1
170690,1,0,2,133.0,43494.0,0.0,0.0,173.0,83.24,3.51,10.0,17.0,0,0,1,0,1,0,3
170691,1,0,2,185.0,90025.0,0.0,0.0,469.0,38.17,2.84,8.0,17.0,0,0,1,0,1,0,2
170692,1,0,1,318.0,19250.0,0.0,0.0,94.0,68.09,3.4,6.0,20.0,0,0,1,0,1,0,4
170698,2,0,2,207.0,103853.0,0.0,0.0,717.0,71.83,4.31,12.0,25.0,0,0,1,0,1,1,1
170700,1,0,2,347.0,77596.0,0.0,0.0,563.0,97.51,4.0,12.0,26.0,0,0,1,0,1,0,1
170708,1,0,2,159.0,111988.0,1.0,3.0,766.0,28.59,2.91,0.0,22.0,0,0,1,0,1,0,3
170710,1,0,2,171.0,98741.0,2.0,1.0,308.0,28.25,2.478,0.0,13.0,1,0,1,0,1,0,3
170714,1,0,2,147.0,77247.0,3.0,3.0,782.0,70.33,3.7,0.0,20.0,1,0,1,0,1,0,1
170715,1,0,2,166.0,58586.0,3.0,3.0,99.0,55.56,3.41,0.0,18.0,0,0,1,0,1,0,2
170718,2,0,2,175.0,66823.0,0.0,0.0,342.0,72.81,3.23,9.0,22.0,0,0,1,0,1,0,1
170721,2,0,2,145.0,45645.0,0.0,0.0,212.0,92.92,3.46,11.0,28.0,0,0,1,0,1,0,1
170726,1,0,2,440.0,60788.0,3.0,3.0,807.0,90.71,3.17,11.0,24.0,0,0,1,0,1,0,3
170728,2,0,2,136.0,67131.0,0.0,0.0,426.0,26.53,2.6,0.0,15.0,0,0,1,0,1,0,2
170732,1,0,2,164.0,58673.0,4.0,4.0,119.0,86.55,3.89,6.0,21.0,1,0,1,0,1,0,1
170739,1,0,2,975.0,33833.0,1.0,3.0,553.0,61.12,3.1,6.0,16.0,0,0,1,1,0,0,3
170742,2,0,2,471.0,39581.0,1.0,2.0,443.0,72.01,3.403,5.0,21.0,0,0,1,0,1,0,3
170745,2,0,2,170.0,49263.0,0.0,0.0,153.0,99.35,3.98,14.0,33.0,0,0,1,0,1,0,4
170750,1,0,2,287.0,87069.0,3.0,5.0,394.0,71.07,3.17,8.0,22.0,0,0,1,0,1,0,4
170753,1,0,0,144.0,24038.0,2.0,3.0,191.0,48.17,2.8,7.0,15.0,1,0,1,0,1,0,2
170754,1,0,2,214.0,45408.0,1.0,3.0,236.0,98.73,4.0,14.0,26.0,1,0,1,0,1,0,1
170765,1,0,2,324.0,33516.0,2.0,0.0,108.0,75.0,3.64,8.0,24.0,1,0,1,0,1,0,4
170769,1,0,2,154.0,41724.0,3.0,3.0,56.0,92.86,4.0,8.0,27.0,0,0,1,0,1,0,1
170774,1,0,2,136.0,32727.0,2.0,2.0,518.0,39.96,2.7,8.0,16.0,0,0,1,0,1,0,2
170776,2,0,2,217.0,88784.0,1.0,4.0,14.0,92.86,4.0,12.0,28.0,1,0,1,0,1,0,3
170786,2,0,2,1118.0,128765.0,0.0,0.0,12.0,33.33,3.27,7.0,21.0,0,0,1,1,0,0,1
170792,1,0,2,166.0,58586.0,3.0,5.0,556.0,41.19,2.72,0.0,19.0,1,0,1,0,1,1,3
170794,1,0,2,191.0,73077.0,3.0,4.0,263.0,63.5,2.81,5.0,19.0,1,0,1,0,1,0,3
170795,1,0,2,167.0,41528.0,1.0,2.0,79.0,68.35,3.41,0.0,16.0,1,0,1,0,1,0,1
170815,2,0,2,159.0,101087.0,2.0,3.0,754.0,75.2,3.34,8.0,25.0,0,0,1,0,1,0,3
170817,1,0,2,130.0,76412.0,0.0,0.0,624.0,65.06,3.22,9.0,24.0,0,0,1,0,1,0,3
170818,1,1,2,298.0,67671.0,0.0,0.0,593.0,89.38,3.83,0.0,19.0,1,0,1,0,1,1,2
170819,1,1,2,150.0,67321.0,0.0,0.0,61.0,77.05,3.82,10.0,28.0,0,0,1,0,1,0,1
170822,2,0,2,196.0,33550.0,0.0,0.0,83.0,68.67,3.4,10.0,26.0,0,0,1,0,1,0,2
170829,2,0,2,328.0,56916.0,1.0,2.0,269.0,81.04,3.3,1.0,20.0,0,0,1,0,1,0,2
170837,1,0,2,1278.0,45318.0,2.0,4.0,565.0,89.91,3.5,7.0,20.0,0,0,1,1,0,0,4
170839,2,0,2,355.0,36220.0,0.0,0.0,377.0,89.66,3.29,12.0,21.0,0,0,1,0,1,0,3
170845,1,0,2,82.0,40017.0,2.0,3.0,135.0,77.78,3.54,9.0,24.0,1,0,1,0,1,0,1
170846,1,0,2,123.0,83092.0,4.0,3.0,411.0,62.77,3.5,8.0,23.0,1,0,1,0,1,0,1
170849,2,1,2,172.0,47664.0,2.0,3.0,392.0,36.48,3.11,2.0,20.0,0,0,1,0,1,1,1
170851,1,0,2,197.0,50414.0,2.0,1.0,511.0,62.82,3.14,6.0,22.0,0,0,1,0,1,0,3
170854,1,0,0,326.0,34684.0,1.0,2.0,449.0,75.72,3.21,6.0,18.0,0,0,1,0,1,0,3
170855,1,0,2,220.0,64676.0,3.0,4.0,287.0,8.71,3.0460000000000003,7.0,17.0,0,0,1,0,1,0,2
170858,1,0,2,171.0,67618.0,2.0,4.0,904.0,91.37,3.81,3.0,21.0,1,0,1,0,1,1,2
170863,1,0,1,164.0,25772.0,2.0,2.0,484.0,32.02,3.156,2.0,16.0,0,0,1,0,1,0,3
170866,1,1,2,159.0,103526.0,2.0,4.0,511.0,66.34,3.17,12.0,21.0,0,0,1,0,1,0,1
170876,2,1,2,151.0,54759.0,3.0,4.0,460.0,76.74,4.023,11.0,32.0,1,0,1,0,1,1,1
170881,1,0,0,257.0,50489.0,0.0,0.0,469.0,64.39,2.84,8.0,15.0,0,0,1,0,1,0,2
170882,2,0,2,283.0,77446.0,2.0,2.0,345.0,95.65,3.67,11.0,26.0,0,0,1,0,1,0,1
170885,1,0,0,177.0,32534.0,0.0,0.0,1072.0,72.57,2.88,4.0,14.0,0,0,1,0,1,0,3
170886,1,0,2,184.0,74412.0,2.0,3.0,199.0,88.94,3.85,11.0,24.0,1,0,1,0,1,0,1
170896,1,0,2,239.0,54129.0,0.0,0.0,290.0,80.69,3.6639999999999997,0.0,16.0,0,0,1,0,1,0,3
170897,2,0,2,209.0,34630.0,2.0,1.0,77.0,55.84,3.36,0.0,17.0,0,0,1,0,1,0,2
170901,1,0,2,214.0,78425.0,1.0,1.0,732.0,87.43,4.035,9.0,19.0,0,0,1,0,1,0,4
170902,2,0,1,136.0,54605.0,0.0,0.0,187.0,74.87,3.7,2.0,19.0,0,0,1,0,1,0,1
170905,1,0,2,89.0,27206.0,1.0,0.0,253.0,86.17,4.383,12.0,28.0,0,0,1,0,1,0,1
170907,1,0,2,168.0,61134.0,0.0,0.0,464.0,80.39,3.14,9.0,27.0,0,0,1,0,1,0,1
170932,1,1,2,194.0,79416.0,0.0,0.0,242.0,82.64,4.0,8.0,30.0,1,0,1,0,1,1,1
170933,2,0,2,199.0,131142.0,2.0,2.0,42.0,97.62,4.0,3.0,32.0,1,0,1,0,1,0,1
170937,2,1,2,307.0,58219.0,2.0,1.0,633.0,50.55,2.69,4.0,18.0,0,0,1,0,1,1,2
170940,1,0,2,167.0,147685.0,2.0,3.0,135.0,88.15,3.7,0.0,22.0,0,0,1,0,1,0,1
170941,2,0,2,186.0,104028.0,3.0,4.0,663.0,68.78,3.38,7.0,19.0,1,0,1,0,1,1,2
170942,1,0,2,116.0,109020.0,2.0,3.0,82.0,81.71,3.68,4.0,24.0,0,0,1,0,1,0,1
170947,1,1,2,148.0,69952.0,2.0,3.0,567.0,84.13,4.0,4.0,22.0,1,0,1,0,1,1,1
170950,1,1,2,298.0,48938.0,3.0,3.0,665.0,28.12,3.04,1.0,18.0,1,0,1,0,1,0,1
170954,1,0,2,131.0,100641.0,2.0,4.0,87.0,62.07,3.8369999999999997,1.0,27.0,1,0,1,0,1,0,1
170955,1,0,0,214.0,63372.0,2.0,1.0,732.0,52.73,3.122,6.0,18.0,0,0,1,0,1,0,3
170958,1,0,2,147.0,68227.0,1.0,1.0,646.0,81.42,3.22,8.0,23.0,1,0,1,0,1,0,2
170964,1,0,2,161.0,42161.0,2.0,1.0,535.0,48.79,2.7710000000000004,4.0,17.0,0,0,1,0,1,0,3
170967,1,0,2,161.0,30508.0,2.0,1.0,510.0,85.1,3.6039999999999996,13.0,24.0,0,0,1,0,1,0,3
170997,1,0,2,147.0,85190.0,0.0,0.0,521.0,48.94,2.52,0.0,20.0,0,0,1,0,1,0,1
170998,1,0,2,162.0,52574.0,1.0,3.0,949.0,82.3,3.5,4.0,18.0,0,0,1,0,1,0,4
171002,2,1,2,271.0,55784.0,0.0,0.0,56.0,96.43,4.0,12.0,31.0,0,0,1,0,1,0,1
171009,1,0,2,146.0,54759.0,2.0,5.0,518.0,92.86,4.0,9.0,24.0,0,0,1,0,1,0,3
171010,1,0,2,306.0,30156.0,2.0,3.0,756.0,91.14,3.37,11.0,18.0,0,0,1,0,1,0,3
171015,2,1,2,159.0,28769.0,0.0,0.0,517.0,55.13,3.02,5.0,22.0,0,0,1,0,1,0,3
171022,1,1,1,207.0,39602.0,0.0,0.0,72.0,45.83,3.64,5.0,14.0,0,0,1,0,1,0,3
171026,1,0,2,140.0,55800.0,0.0,0.0,284.0,91.55,4.279,7.0,24.0,0,0,1,0,1,0,1
171027,2,0,2,157.0,62527.0,1.0,3.0,638.0,73.35,3.5,10.0,25.0,1,0,1,0,1,0,2
171030,2,0,2,1344.0,42615.0,0.0,0.0,208.0,64.9,3.3139999999999996,1.0,13.0,0,0,1,0,0,0,2
171065,1,0,2,182.0,141279.0,0.0,0.0,649.0,89.21,3.55,12.0,27.0,0,0,1,0,1,0,2
171070,1,0,2,161.0,72838.0,0.0,0.0,90.0,64.44,3.37,11.0,27.0,0,0,1,0,1,0,2
